date,country_code,country_name,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2021-01-25,AD,Andorra,,576.0,,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,AD,Andorra,460.0,1036.0,,,460.0,1036.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,AD,Andorra,255.0,1291.0,,,255.0,1291.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,AD,Andorra,331.0,1622.0,,,331.0,1622.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,AD,Andorra,519.0,2141.0,,,519.0,2141.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24,AD,Andorra,249.0,2390.0,,,249.0,2390.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,AD,Andorra,0.0,,,,136.0,2526.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,AD,Andorra,49.0,2439.0,,1172.0,1085.0,3611.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,AD,Andorra,1211.0,3650.0,92.0,1264.0,1303.0,4914.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,AD,Andorra,3448.0,7098.0,1.0,1265.0,3449.0,8363.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,AD,Andorra,0.0,,0.0,,925.0,9288.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,AD,Andorra,0.0,,0.0,,3152.0,12440.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,AD,Andorra,2683.0,9781.0,3219.0,4484.0,2829.0,15269.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,AD,Andorra,0.0,,0.0,,1822.0,17091.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,AD,Andorra,0.0,,0.0,,1973.0,19064.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,AD,Andorra,11952.0,21733.0,197.0,4681.0,7350.0,26414.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,AD,Andorra,2089.0,23822.0,0.0,4681.0,2089.0,28503.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,AD,Andorra,360.0,24182.0,18.0,4699.0,378.0,28881.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,AD,Andorra,2749.0,26931.0,3.0,4702.0,2752.0,31633.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,AD,Andorra,682.0,27613.0,2.0,4704.0,684.0,32317.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,AD,Andorra,0.0,27613.0,3599.0,8303.0,3599.0,35916.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,AD,Andorra,2922.0,30535.0,2635.0,10938.0,5557.0,41473.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,AD,Andorra,4111.0,34646.0,5478.0,16416.0,9634.0,51107.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,AD,Andorra,4021.0,38667.0,8182.0,24598.0,12158.0,63265.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,AD,Andorra,3049.0,41716.0,2015.0,26613.0,5064.0,68329.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,AD,Andorra,1292.0,43008.0,397.0,27010.0,1689.0,70018.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,AD,Andorra,5437.0,48445.0,6894.0,33904.0,12331.0,82349.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,AD,Andorra,2302.0,50747.0,1669.0,35573.0,3971.0,86320.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-15,AD,Andorra,297.0,51044.0,5043.0,40616.0,5340.0,91660.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29,AD,Andorra,1866.0,52910.0,2392.0,43008.0,4258.0,95918.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26,AD,Andorra,1402.0,54312.0,4712.0,47720.0,6114.0,102032.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03,AD,Andorra,71.0,54383.0,589.0,48309.0,660.0,102692.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,AD,Andorra,616.0,54999.0,1226.0,49535.0,1842.0,104534.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,AD,Andorra,1096.0,56095.0,798.0,50333.0,1894.0,106428.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,AD,Andorra,533.0,56628.0,218.0,50551.0,9281.0,115709.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,AD,Andorra,457.0,57085.0,841.0,51392.0,1537.0,117246.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,AD,Andorra,558.0,57643.0,1654.0,53046.0,18175.0,135421.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,AD,Andorra,66.0,57709.0,58.0,53104.0,4772.0,140193.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,AD,Andorra,82.0,57791.0,104.0,53208.0,1769.0,141962.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13,AD,Andorra,6.0,57797.0,42.0,53250.0,458.0,142420.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,AD,Andorra,8.0,57805.0,51.0,53301.0,8864.0,151284.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,AD,Andorra,12.0,57817.0,66.0,53367.0,713.0,151997.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27,AD,Andorra,18.0,57835.0,22.0,53389.0,190.0,152187.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,AD,Andorra,15.0,57850.0,17.0,53406.0,114.0,152301.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,AD,Andorra,16.0,57866.0,8.0,53414.0,162.0,152463.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,AD,Andorra,8.0,57874.0,13.0,53427.0,231.0,152694.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,AD,Andorra,4.0,57878.0,15.0,53442.0,297.0,152991.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,AD,Andorra,2.0,57880.0,8.0,53450.0,81.0,153072.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12,AD,Andorra,3.0,57883.0,3.0,53453.0,105.0,153177.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-26,AD,Andorra,3.0,57886.0,3.0,53456.0,206.0,153383.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03,AD,Andorra,2.0,57888.0,3.0,53459.0,64.0,153447.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-10,AD,Andorra,0.0,57888.0,1.0,53460.0,84.0,153531.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,AD,Andorra,4.0,57892.0,14.0,53474.0,546.0,154077.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,AD,Andorra,1.0,57893.0,4.0,53478.0,118.0,154195.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,AE,United Arab Emirates,,,,,,826301.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,AE,United Arab Emirates,,,,,61396.0,887697.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,AE,United Arab Emirates,,,,,53859.0,941556.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,AE,United Arab Emirates,,,,,78793.0,1020349.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,AE,United Arab Emirates,,836568.0,,250000.0,66219.0,1086568.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,AE,United Arab Emirates,0.0,,0.0,,80683.0,1167251.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,AE,United Arab Emirates,0.0,,0.0,,108401.0,1275652.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,AE,United Arab Emirates,0.0,,0.0,,118928.0,1394580.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,AE,United Arab Emirates,0.0,,0.0,,133253.0,1527833.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,AE,United Arab Emirates,0.0,,0.0,,138154.0,1665987.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,AE,United Arab Emirates,0.0,,0.0,,131939.0,1797926.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,AE,United Arab Emirates,0.0,,0.0,,84852.0,1882778.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-18,AE,United Arab Emirates,0.0,,0.0,,88743.0,1971521.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,AE,United Arab Emirates,0.0,,0.0,,93846.0,2065367.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,AE,United Arab Emirates,0.0,,0.0,,95783.0,2161150.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,AE,United Arab Emirates,0.0,,0.0,,84919.0,2246069.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-22,AE,United Arab Emirates,0.0,,0.0,,93004.0,2339073.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,AE,United Arab Emirates,0.0,,0.0,,87720.0,2426793.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,AE,United Arab Emirates,0.0,,0.0,,60991.0,2487784.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,AE,United Arab Emirates,0.0,,0.0,,83302.0,2571086.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,AE,United Arab Emirates,0.0,,0.0,,106589.0,2677675.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,AE,United Arab Emirates,0.0,,0.0,,86770.0,2764445.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,AE,United Arab Emirates,0.0,,0.0,,104200.0,2868645.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,AE,United Arab Emirates,0.0,,0.0,,137956.0,3006601.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,AE,United Arab Emirates,0.0,,0.0,,107561.0,3114162.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,AE,United Arab Emirates,0.0,,0.0,,220000.0,3334162.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,AE,United Arab Emirates,0.0,,0.0,,106615.0,3440777.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,AE,United Arab Emirates,0.0,,0.0,,123740.0,3564517.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,AE,United Arab Emirates,0.0,,0.0,,127074.0,3691591.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,AE,United Arab Emirates,0.0,,0.0,,157783.0,3849374.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-05,AE,United Arab Emirates,0.0,,0.0,,158786.0,4008160.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,AE,United Arab Emirates,0.0,,0.0,,193187.0,4201347.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,AE,United Arab Emirates,0.0,,0.0,,112521.0,4313868.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08,AE,United Arab Emirates,0.0,,0.0,,99781.0,4413649.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,AE,United Arab Emirates,0.0,,0.0,,113495.0,4527144.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,AE,United Arab Emirates,0.0,,0.0,,157514.0,4684658.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,AE,United Arab Emirates,0.0,,0.0,,107550.0,4792208.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,AE,United Arab Emirates,0.0,,0.0,,109587.0,4901795.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,AE,United Arab Emirates,0.0,,0.0,,103469.0,5005264.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-14,AE,United Arab Emirates,0.0,,0.0,,49967.0,5055231.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15,AE,United Arab Emirates,0.0,,0.0,,31604.0,5086835.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,AE,United Arab Emirates,0.0,,0.0,,111890.0,5198725.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-17,AE,United Arab Emirates,0.0,,0.0,,85681.0,5284406.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,AE,United Arab Emirates,0.0,,0.0,,89324.0,5373730.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,AE,United Arab Emirates,0.0,,0.0,,93101.0,5466831.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,AE,United Arab Emirates,0.0,,0.0,,86560.0,5553391.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-21,AE,United Arab Emirates,0.0,,0.0,,951.0,5554342.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-22,AE,United Arab Emirates,0.0,,0.0,,3451.0,5557793.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,AE,United Arab Emirates,2643847.0,3480415.0,1937849.0,2187849.0,110471.0,5668264.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-24,AE,United Arab Emirates,0.0,,0.0,,93199.0,5761463.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,AE,United Arab Emirates,0.0,,0.0,,84573.0,5846036.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,AE,United Arab Emirates,0.0,,0.0,,87263.0,5933299.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,AE,United Arab Emirates,0.0,,0.0,,81790.0,6015089.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,AE,United Arab Emirates,0.0,,0.0,,5372.0,6020461.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,AE,United Arab Emirates,0.0,,0.0,,7956.0,6028417.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,AE,United Arab Emirates,0.0,,0.0,,66539.0,6094956.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,AE,United Arab Emirates,0.0,,0.0,,73374.0,6168330.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,AE,United Arab Emirates,0.0,,0.0,,35674.0,6204004.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,AE,United Arab Emirates,0.0,,0.0,,31312.0,6235316.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,AE,United Arab Emirates,0.0,,0.0,,30544.0,6265860.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,AE,United Arab Emirates,0.0,,0.0,,7149.0,6273009.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,AE,United Arab Emirates,0.0,,0.0,,14742.0,6287751.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,AE,United Arab Emirates,0.0,,0.0,,37460.0,6325211.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,AE,United Arab Emirates,0.0,,0.0,,42650.0,6367861.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,AE,United Arab Emirates,0.0,,0.0,,39489.0,6407350.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,AE,United Arab Emirates,0.0,,0.0,,55537.0,6462887.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,AE,United Arab Emirates,0.0,,0.0,,53836.0,6516723.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,AE,United Arab Emirates,0.0,,0.0,,24189.0,6540912.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,AE,United Arab Emirates,0.0,,0.0,,37969.0,6578881.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16,AE,United Arab Emirates,0.0,,0.0,,89746.0,6668627.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,AE,United Arab Emirates,0.0,,0.0,,161742.0,6830369.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-18,AE,United Arab Emirates,0.0,,0.0,,150097.0,6980466.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,AE,United Arab Emirates,0.0,,0.0,,143680.0,7124146.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,AE,United Arab Emirates,0.0,,0.0,,56910.0,7181056.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,AE,United Arab Emirates,0.0,,0.0,,117712.0,7298768.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,AE,United Arab Emirates,0.0,,0.0,,75957.0,7374725.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,AE,United Arab Emirates,0.0,,0.0,,103156.0,7477881.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,AE,United Arab Emirates,0.0,,0.0,,125447.0,7603328.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,AE,United Arab Emirates,0.0,,0.0,,127047.0,7730375.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,AE,United Arab Emirates,0.0,,0.0,,69142.0,7799517.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,AE,United Arab Emirates,0.0,,0.0,,160165.0,7959682.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,AE,United Arab Emirates,0.0,,0.0,,122069.0,8081751.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,AE,United Arab Emirates,0.0,,0.0,,52090.0,8133841.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,AE,United Arab Emirates,0.0,,0.0,,86942.0,8220783.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,AE,United Arab Emirates,0.0,,0.0,,87686.0,8308469.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,AE,United Arab Emirates,0.0,,0.0,,82833.0,8391302.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,AE,United Arab Emirates,0.0,,0.0,,100080.0,8491382.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,AE,United Arab Emirates,0.0,,0.0,,67909.0,8559291.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,AE,United Arab Emirates,0.0,,0.0,,19688.0,8578979.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,AE,United Arab Emirates,0.0,,0.0,,17743.0,8596722.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,AE,United Arab Emirates,0.0,,0.0,,62781.0,8659503.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,AE,United Arab Emirates,0.0,,0.0,,47570.0,8707073.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,AE,United Arab Emirates,0.0,,0.0,,182498.0,8889571.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,AE,United Arab Emirates,0.0,,0.0,,33972.0,8923543.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,AE,United Arab Emirates,0.0,,0.0,,51471.0,8975014.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,AE,United Arab Emirates,0.0,,0.0,,30430.0,9005444.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,AE,United Arab Emirates,0.0,,0.0,,32479.0,9037923.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,AE,United Arab Emirates,0.0,,0.0,,118805.0,9156728.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14,AE,United Arab Emirates,0.0,,0.0,,138734.0,9295462.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,AE,United Arab Emirates,0.0,,0.0,,91882.0,9387344.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,AE,United Arab Emirates,0.0,,0.0,,102340.0,9489684.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,AE,United Arab Emirates,0.0,,0.0,,111779.0,9601463.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,AE,United Arab Emirates,0.0,,0.0,,28737.0,9630200.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,AE,United Arab Emirates,0.0,,0.0,,45005.0,9675205.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,AE,United Arab Emirates,1601438.0,5081853.0,1648672.0,3836521.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,AE,United Arab Emirates,0.0,,0.0,,224797.0,9900002.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,AE,United Arab Emirates,0.0,,0.0,,101239.0,10001241.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,AE,United Arab Emirates,0.0,,0.0,,193025.0,10194266.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,AE,United Arab Emirates,0.0,,0.0,,21580.0,10215846.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,AE,United Arab Emirates,0.0,,0.0,,38207.0,10254053.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,AE,United Arab Emirates,0.0,,0.0,,82161.0,10336214.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,AE,United Arab Emirates,0.0,,0.0,,130037.0,10466251.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-29,AE,United Arab Emirates,0.0,,0.0,,81333.0,10547584.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,AE,United Arab Emirates,0.0,,0.0,,62366.0,10609950.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,AE,United Arab Emirates,0.0,,0.0,,24743.0,10634693.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,AE,United Arab Emirates,0.0,,0.0,,32231.0,10666924.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,AE,United Arab Emirates,0.0,,0.0,,112239.0,10779163.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,AE,United Arab Emirates,0.0,,0.0,,55290.0,10834453.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,AE,United Arab Emirates,0.0,,0.0,,72811.0,10907264.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,AE,United Arab Emirates,0.0,,0.0,,141283.0,11048547.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,AE,United Arab Emirates,0.0,,0.0,,78342.0,11126889.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-09,AE,United Arab Emirates,0.0,,0.0,,19045.0,11145934.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,AE,United Arab Emirates,0.0,,0.0,,40414.0,11186348.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,AE,United Arab Emirates,0.0,,0.0,,86996.0,11273344.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,AE,United Arab Emirates,0.0,,0.0,,93610.0,11366954.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13,AE,United Arab Emirates,0.0,,0.0,,55611.0,11422565.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,AE,United Arab Emirates,0.0,,0.0,,23115.0,11445680.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,AE,United Arab Emirates,0.0,,0.0,,2683.0,11448363.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-16,AE,United Arab Emirates,0.0,,0.0,,2406.0,11450769.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,AE,United Arab Emirates,0.0,,0.0,,38706.0,11489475.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,AE,United Arab Emirates,0.0,,0.0,,104593.0,11594068.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,AE,United Arab Emirates,0.0,,0.0,,110123.0,11704191.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,AE,United Arab Emirates,0.0,,0.0,,117863.0,11822054.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,AE,United Arab Emirates,0.0,,0.0,,212295.0,12034349.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-23,AE,United Arab Emirates,0.0,,0.0,,131499.0,12165848.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,AE,United Arab Emirates,0.0,,0.0,,249700.0,12415548.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,AE,United Arab Emirates,0.0,,0.0,,116422.0,12531970.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,AE,United Arab Emirates,0.0,,0.0,,114055.0,12646025.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29,AE,United Arab Emirates,0.0,,0.0,,110605.0,12756630.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-30,AE,United Arab Emirates,0.0,,0.0,,54792.0,12811422.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,AE,United Arab Emirates,0.0,,0.0,,59131.0,12870553.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,AE,United Arab Emirates,0.0,,0.0,,97163.0,12967716.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,AE,United Arab Emirates,0.0,,0.0,,98545.0,13066261.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-03,AE,United Arab Emirates,0.0,,0.0,,161083.0,13227344.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,AE,United Arab Emirates,0.0,,0.0,,66666.0,13294010.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,AE,United Arab Emirates,0.0,,0.0,,21741.0,13315751.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,AE,United Arab Emirates,0.0,,0.0,,31549.0,13347300.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,AE,United Arab Emirates,0.0,,0.0,,160643.0,13507943.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,AE,United Arab Emirates,0.0,,0.0,,82263.0,13590206.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,AE,United Arab Emirates,0.0,,0.0,,94223.0,13684429.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,AE,United Arab Emirates,0.0,,0.0,,101234.0,13785663.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,AE,United Arab Emirates,0.0,,0.0,,22763.0,13808426.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,AE,United Arab Emirates,0.0,,0.0,,39636.0,13848062.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,AE,United Arab Emirates,0.0,,0.0,,116377.0,13964439.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,AE,United Arab Emirates,0.0,,0.0,,104068.0,14068507.0,,,,,,,,,,,,,,,,,,,,,,,,
