date,country_code,country_name,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index
2021-03-30,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-03-31,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-01,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-02,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-03,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-04,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-05,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-06,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-07,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-08,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-09,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-10,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-11,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-12,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-13,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-14,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-15,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-16,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-17,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-18,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-19,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-20,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-21,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-22,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-23,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-24,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-25,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-26,EE,Estonia,2.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,61.11
2021-04-27,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-04-28,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-04-29,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-04-30,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-05-01,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-05-02,EE,Estonia,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,58.33
2021-05-03,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-04,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-05,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-06,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-07,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-08,EE,Estonia,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,44.44
2021-05-09,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-10,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-11,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-12,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-13,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-14,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-15,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-16,EE,Estonia,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,42.59
2021-05-17,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,38.89
2021-05-18,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-19,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-20,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-21,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-22,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-23,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-24,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-25,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-26,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-27,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-28,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-29,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-30,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-05-31,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-01,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-02,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-03,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-04,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-05,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-06,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-07,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-08,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-09,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-10,EE,Estonia,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,41.67
2021-06-11,EE,Estonia,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,38.89
2021-06-12,EE,Estonia,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,38.89
2021-06-13,EE,Estonia,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,38.89
2021-06-14,EE,Estonia,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,38.89
2021-06-15,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-16,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-17,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-18,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-19,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-20,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-21,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-22,EE,Estonia,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,35.19
2021-06-23,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-24,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-25,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-26,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-27,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-28,EE,Estonia,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,32.41
2021-06-29,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-06-30,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-01,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-02,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-03,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-04,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-05,EE,Estonia,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,37.96
2021-07-06,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-07,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-08,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-09,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-10,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-11,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-12,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-13,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-14,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-15,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-16,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-17,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-18,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-19,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-20,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-21,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-22,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-23,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-24,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-25,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-26,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,23.15
2021-07-27,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-07-28,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-07-29,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-07-30,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-07-31,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-01,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-02,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-03,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-04,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-05,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-06,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-07,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-08,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-09,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-10,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-11,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-12,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-13,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-14,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-15,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-16,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-17,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-18,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-19,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-20,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-21,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-22,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-23,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
2021-08-24,EE,Estonia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,2.0,1.0,,0.0,2.0,5.0,23.15
